transaction_id,timestamp,sender_account,receiver_account,amount,transaction_type,merchant_category,location,device_used,is_fraud,fraud_type,time_since_last_transaction,spending_deviation_score,velocity_score,geo_anomaly_score,payment_channel,ip_address,device_hash
T2207220,2023-06-21T06:35:36.937357,ACC248019,ACC111979,39.14,payment,grocery,New York,web,False,,328.3832235908333,0.28,9,0.65,card,87.26.34.59,D6930065
T2971650,2023-06-21T06:40:56.059983,ACC308266,ACC846740,145.9,payment,grocery,Dubai,mobile,False,,3493.741947783056,0.83,8,0.43,wire_transfer,66.217.5.234,D7087381
T1587314,2023-06-21T06:42:14.284800,ACC740876,ACC232560,1690.69,deposit,utilities,Singapore,pos,False,,-715.4059024594445,-0.29,11,0.15,wire_transfer,68.65.26.122,D7982871
T1463632,2023-06-21T06:43:23.312188,ACC139398,ACC470207,309.88,withdrawal,utilities,New York,pos,False,,-3280.439974756389,0.12,3,0.61,UPI,25.121.135.126,D5724718
T1993296,2023-06-21T06:46:29.991704,ACC735180,ACC907323,1143.1,deposit,retail,Tokyo,mobile,False,,-3857.0134871366663,-0.67,8,0.15,ACH,185.224.192.167,D9896117
T1169788,2023-06-21T06:49:52.788168,ACC168825,ACC150010,903.67,deposit,online,Sydney,atm,False,,,0.51,7,0.32,wire_transfer,243.205.207.246,D8517506
T1415960,2023-06-21T06:55:50.317816,ACC344580,ACC724561,172.71,withdrawal,entertainment,Dubai,web,False,,752.5400466613889,-0.23,14,0.15,card,68.35.38.49,D4467012
T877832,2023-06-21T06:58:02.219086,ACC584602,ACC622525,455.9,withdrawal,entertainment,Toronto,atm,False,,149.91057465999998,-0.69,11,0.86,card,9.80.118.25,D6337792
T1597307,2023-06-21T07:02:56.254081,ACC629543,ACC209311,98.39,payment,retail,London,pos,False,,-694.017193045,0.31,10,0.75,ACH,123.29.76.17,D7958358
T1652196,2023-06-21T07:11:14.310490,ACC788057,ACC252049,506.15,withdrawal,retail,London,pos,False,,,1.15,8,0.43,ACH,232.236.153.176,D1127317
T189314,2023-06-21T07:13:39.505586,ACC475692,ACC812564,0.01,withdrawal,travel,London,atm,False,,,-0.48,15,0.55,UPI,66.18.185.116,D5323800
T3759547,2023-06-21T07:32:22.180141,ACC109449,ACC469054,109.76,payment,restaurant,Singapore,web,False,,3806.796123565277,0.62,1,0.29,ACH,92.148.181.175,D1275979
T4354469,2023-06-21T07:38:51.497840,ACC558581,ACC697598,1.64,payment,grocery,New York,mobile,False,,1558.5497260497225,0.23,5,0.37,UPI,190.1.167.92,D6338254
T1602552,2023-06-21T07:41:35.818445,ACC582940,ACC817635,1225.44,deposit,other,Dubai,atm,False,,-1326.1665573369446,-1.86,3,0.26,ACH,134.252.44.138,D8357174
T2995385,2023-06-21T07:46:03.329508,ACC859731,ACC605392,72.47,payment,restaurant,Singapore,mobile,False,,2776.7855894275,1.05,11,0.96,card,127.71.154.91,D7650987
T4016309,2023-06-21T07:46:08.900839,ACC115610,ACC535752,1232.55,deposit,other,Toronto,web,False,,-3002.886676056112,1.51,18,0.63,card,218.78.18.78,D3348777
T2415356,2023-06-21T07:47:23.105142,ACC872410,ACC112913,141.58,payment,other,London,atm,False,,-523.0954417625,-0.69,7,0.72,ACH,38.49.95.166,D3222804
T3368586,2023-06-21T07:50:42.303041,ACC712543,ACC893566,676.72,withdrawal,utilities,Sydney,pos,False,,-3194.355416919722,0.53,12,0.94,wire_transfer,227.12.131.207,D1602232
T1376628,2023-06-21T07:52:22.921133,ACC238251,ACC753335,19.2,transfer,utilities,Berlin,web,False,,,1.11,12,0.85,UPI,188.187.57.88,D4373843
T3796925,2023-06-21T07:55:24.036002,ACC595932,ACC579557,107.64,payment,utilities,Berlin,pos,False,,-2024.2750956875,-0.92,10,0.6,UPI,134.2.163.126,D6831475
T3451612,2023-06-21T08:00:34.476505,ACC856478,ACC649619,31.24,payment,other,Singapore,atm,False,,3936.589750515833,-0.35,2,0.44,wire_transfer,67.17.91.85,D3319552
T4857801,2023-06-21T08:10:30.745952,ACC316801,ACC575813,440.74,withdrawal,entertainment,Toronto,mobile,False,,749.5905014741667,0.27,17,0.81,ACH,239.236.9.231,D5534672
T2746367,2023-06-21T08:56:05.267838,ACC152301,ACC224125,69.16,payment,restaurant,London,atm,False,,-1638.0790035461112,1.03,6,0.36,card,126.70.142.135,D5751579
T4825773,2023-06-21T09:04:38.160780,ACC352818,ACC324788,1185.16,deposit,online,Dubai,pos,False,,2628.0304668275,-0.23,15,0.31,card,237.106.102.34,D3787091
T1754313,2023-06-21T09:09:33.793990,ACC879316,ACC782328,729.88,withdrawal,other,Dubai,web,False,,,-2.13,13,0.6,wire_transfer,229.67.129.116,D9767798
T1742542,2023-06-21T09:14:31.007313,ACC460363,ACC877303,23.8,transfer,entertainment,London,mobile,False,,-2877.619780968889,0.31,14,0.24,wire_transfer,139.107.205.10,D6357297
T1877088,2023-06-21T09:15:02.706409,ACC162887,ACC154964,1060.69,deposit,online,New York,mobile,False,,3205.895555628611,2.46,4,0.42,UPI,86.30.106.60,D9942548
T548773,2023-06-21T09:21:31.541319,ACC663517,ACC731245,38.01,withdrawal,grocery,London,mobile,False,,,1.71,9,0.83,card,185.238.56.255,D2591624
T4598447,2023-06-21T09:24:12.873447,ACC303759,ACC565550,106.19,deposit,grocery,Dubai,web,False,,-4187.031298966112,-0.91,1,0.26,wire_transfer,60.101.66.175,D4518120
T4327467,2023-06-21T09:38:47.503467,ACC476327,ACC701044,6.11,withdrawal,entertainment,London,atm,False,,2556.4580960219446,-0.36,14,0.19,card,93.233.23.99,D3856655
T4496523,2023-06-21T09:42:04.256914,ACC506142,ACC906322,702.09,payment,grocery,Toronto,web,False,,-75.94253074472222,0.63,7,0.57,wire_transfer,94.111.129.0,D3497923
T849639,2023-06-21T09:44:47.348406,ACC970284,ACC704180,745.93,deposit,other,Dubai,atm,False,,3236.2154443911118,0.99,12,0.33,wire_transfer,194.73.124.246,D4596562
T826016,2023-06-21T09:57:48.655830,ACC762942,ACC173714,329.09,payment,restaurant,Sydney,mobile,False,,,-0.05,16,0.56,ACH,10.84.149.68,D3082023
T497834,2023-06-21T10:02:29.282845,ACC439057,ACC311899,62.53,payment,entertainment,New York,mobile,False,,,-1.13,18,0.73,UPI,37.110.119.167,D6659380
T355917,2023-06-21T10:13:37.963491,ACC174880,ACC708182,100.47,payment,other,London,pos,False,,,-0.16,3,0.29,card,138.0.201.0,D8635970
T4962227,2023-06-21T10:14:34.171974,ACC529924,ACC757037,32.54,transfer,entertainment,Toronto,mobile,False,,-1706.8553009752775,0.62,9,0.9,UPI,37.192.196.179,D7098709
T2837526,2023-06-21T10:15:36.353681,ACC611368,ACC732297,16.81,payment,travel,Toronto,atm,True,card_not_present,-517.3498751511111,-0.8,12,0.77,card,133.189.224.132,D7052413
T1984655,2023-06-21T10:25:18.207596,ACC591696,ACC360833,8.38,transfer,retail,Sydney,pos,False,,,1.48,9,0.4,UPI,219.149.210.83,D3894547
T5059601,2023-06-21T10:27:02.567404,ACC747619,ACC212808,32.43,transfer,retail,London,web,False,,3263.923351748611,-0.98,15,0.93,wire_transfer,91.101.105.45,D4710248
T1274780,2023-06-21T10:29:13.941548,ACC557941,ACC753041,0.01,withdrawal,retail,Tokyo,mobile,False,,453.27391637000005,-0.66,6,0.98,card,61.151.170.65,D3601502
T1117059,2023-06-21T10:37:33.180722,ACC987641,ACC312401,1001.45,deposit,restaurant,London,web,False,,,-0.41,20,0.4,UPI,85.171.41.190,D8608737
T621507,2023-06-21T10:38:05.994972,ACC250629,ACC888784,48.61,payment,restaurant,Toronto,pos,False,,,-1.07,3,0.08,wire_transfer,181.33.28.73,D5136710
T2621612,2023-06-21T10:39:41.437051,ACC862367,ACC873656,543.08,withdrawal,entertainment,London,pos,False,,-4311.941715668333,1.22,9,0.19,ACH,32.87.37.167,D4178637
T645044,2023-06-21T10:43:06.986586,ACC100416,ACC106490,481.8,withdrawal,grocery,Berlin,mobile,False,,,-0.34,18,0.16,ACH,120.150.102.188,D1994730
T3237202,2023-06-21T10:47:21.332405,ACC721905,ACC525226,376.63,withdrawal,retail,Dubai,pos,False,,1577.5292121980556,0.4,7,0.85,ACH,63.157.164.94,D2473034
T2568015,2023-06-21T10:48:15.278560,ACC109937,ACC704321,1133.13,deposit,utilities,New York,mobile,False,,-4372.323083288055,2.29,20,0.48,UPI,199.9.138.37,D1099303
T4864920,2023-06-21T10:51:56.352971,ACC831400,ACC577109,25.48,payment,utilities,New York,web,False,,-2311.446121911667,0.85,1,0.98,wire_transfer,134.162.252.91,D5271309
T4890325,2023-06-21T10:59:58.394062,ACC198672,ACC666183,799.15,deposit,utilities,New York,mobile,False,,-2207.0909108708333,-1.61,6,0.47,UPI,200.58.85.179,D6801845
T3303107,2023-06-21T11:03:25.491462,ACC543900,ACC524489,555.92,withdrawal,grocery,Dubai,pos,False,,1981.4741747705557,0.09,11,0.91,UPI,32.182.8.123,D5515271
T4917096,2023-06-21T11:08:26.757940,ACC946733,ACC858950,261.62,payment,other,Singapore,web,False,,-667.8402770680556,0.88,7,0.99,wire_transfer,73.195.226.38,D4680456
T2598629,2023-06-21T11:08:48.130954,ACC117289,ACC548447,11.81,transfer,travel,Dubai,pos,False,,1352.852193355278,-0.79,18,0.68,UPI,240.172.11.248,D6660018
T1917866,2023-06-21T11:09:02.796390,ACC663801,ACC729280,1056.25,deposit,grocery,Toronto,mobile,False,,-4580.922934567778,0.37,17,0.88,wire_transfer,201.126.87.107,D9287264
T1256808,2023-06-21T11:12:42.803409,ACC937779,ACC948787,14.72,transfer,entertainment,Dubai,mobile,False,,1407.886493499722,-1.37,3,0.44,wire_transfer,117.150.213.252,D8284631
T1943113,2023-06-21T11:15:19.281349,ACC924959,ACC556439,18.47,payment,entertainment,Tokyo,mobile,False,,-1772.2797878394445,-1.32,5,0.23,UPI,236.230.122.154,D3645803
T784852,2023-06-21T11:18:47.443461,ACC170728,ACC807176,16.38,transfer,utilities,Dubai,atm,False,,,-0.03,2,0.33,wire_transfer,91.220.18.147,D3716733
T1792968,2023-06-21T11:54:36.350953,ACC259792,ACC561658,7.1,transfer,retail,Singapore,pos,False,,-3210.264644295556,-0.51,17,0.09,UPI,160.200.245.159,D8213239
T5085398,2023-06-21T11:54:39.064408,ACC422881,ACC390777,13.66,transfer,utilities,Tokyo,mobile,False,,-4322.698447305,-0.08,12,0.12,UPI,163.246.157.51,D9873818
T4641802,2023-06-21T11:58:48.628185,ACC935652,ACC336577,854.41,deposit,other,Tokyo,web,False,,92.00267828722222,0.62,14,0.42,UPI,53.87.70.21,D9887837
T1455414,2023-06-21T12:00:22.150768,ACC297655,ACC165370,26.01,transfer,travel,Singapore,mobile,False,,-3985.173790486389,-1.98,17,0.62,wire_transfer,156.94.170.174,D7286375
T628924,2023-06-21T12:09:54.837959,ACC757287,ACC881997,1229.03,deposit,retail,Dubai,mobile,False,,,0.72,16,0.66,ACH,106.11.105.45,D2378529
T604258,2023-06-21T12:12:06.015723,ACC317799,ACC326523,21.44,withdrawal,travel,London,mobile,False,,,2.1,8,0.58,UPI,21.114.6.152,D8458491
T780723,2023-06-21T12:13:02.909763,ACC286431,ACC660167,2.51,deposit,utilities,Dubai,atm,False,,,0.4,19,0.06,ACH,239.55.85.38,D1955947
T1905289,2023-06-21T12:15:34.547289,ACC551841,ACC489165,50.46,payment,grocery,London,web,False,,2616.307356732222,0.5,16,0.84,card,240.227.95.228,D8898287
T2234104,2023-06-21T12:33:04.488734,ACC882229,ACC719162,198.33,payment,utilities,Toronto,atm,False,,171.8204686863889,0.82,2,0.48,UPI,196.18.105.69,D6477363
T3036335,2023-06-21T12:35:35.801408,ACC916700,ACC160303,50.33,withdrawal,utilities,Berlin,atm,False,,2613.3605667566667,-0.45,8,0.62,UPI,251.62.24.49,D3135704
T4059732,2023-06-21T12:36:53.421082,ACC850454,ACC999156,45.23,transfer,entertainment,Sydney,web,False,,-1375.3298466925,0.18,11,0.87,ACH,252.22.239.26,D8488701
T3095824,2023-06-21T12:48:27.713747,ACC300806,ACC169514,36.95,payment,retail,Berlin,web,False,,-1227.949017785,0.03,4,0.39,ACH,188.219.92.234,D7165162
T4195525,2023-06-21T12:49:06.399194,ACC613645,ACC539609,5.8,payment,retail,Berlin,web,False,,443.0371921033333,0.13,9,0.88,wire_transfer,244.147.190.159,D1299996
T2563530,2023-06-21T12:59:47.060111,ACC721841,ACC326093,23.04,payment,restaurant,Dubai,pos,False,,388.6693677,-0.44,1,0.92,ACH,211.43.40.113,D5361421
T2414646,2023-06-21T13:08:24.137474,ACC373149,ACC353393,37.29,transfer,utilities,Berlin,pos,False,,1301.5163009433334,-1.07,18,0.8,ACH,17.125.34.175,D9383925
T2046202,2023-06-21T13:34:44.321842,ACC968373,ACC410920,642.84,withdrawal,grocery,Tokyo,pos,False,,2726.971379520278,0.72,16,0.82,ACH,68.68.151.3,D7308821
T1174609,2023-06-21T13:36:24.034280,ACC131487,ACC438167,222.5,payment,online,Berlin,mobile,False,,3115.0493880158333,-0.85,20,0.69,card,79.28.64.176,D2214344
T4053827,2023-06-21T13:48:01.528214,ACC308110,ACC467221,4.01,transfer,grocery,Dubai,pos,False,,2958.7525859825,0.22,6,0.47,card,196.157.34.95,D5157016
T4003927,2023-06-21T13:53:20.827586,ACC232332,ACC659707,60.22,withdrawal,online,Sydney,atm,False,,629.6081032255556,-0.4,16,0.89,UPI,24.69.223.19,D4669097
T3113393,2023-06-21T13:56:47.076403,ACC595231,ACC246819,942.77,deposit,entertainment,New York,atm,False,,-88.03596865583334,-1.61,11,0.52,wire_transfer,206.35.50.128,D1485015
T2429064,2023-06-21T13:58:17.772499,ACC298495,ACC338989,43.17,transfer,restaurant,Berlin,web,False,,-2783.058150104722,-0.05,18,0.56,UPI,91.150.25.96,D5813722
T1690829,2023-06-21T13:59:31.530613,ACC777535,ACC263293,424.66,withdrawal,restaurant,Tokyo,atm,False,,-3969.764036491389,0.63,12,0.7,wire_transfer,248.241.243.83,D9723746
T3347033,2023-06-21T14:06:21.006798,ACC297989,ACC288637,0.27,payment,entertainment,Sydney,atm,False,,553.9694423880555,2.49,3,0.89,card,209.112.237.125,D5804035
T1729477,2023-06-21T14:08:09.860519,ACC747240,ACC673289,34.18,transfer,grocery,New York,web,False,,,-1.84,13,0.34,card,97.47.129.170,D1145463
T1295280,2023-06-21T14:14:08.600057,ACC141730,ACC705940,11.0,transfer,travel,Singapore,atm,False,,3056.823098780278,-0.13,14,0.81,ACH,235.74.41.51,D7585997
T2412397,2023-06-21T14:20:10.261571,ACC377896,ACC310404,1196.79,deposit,travel,Dubai,pos,False,,-4578.768193818612,0.93,17,0.73,card,146.44.149.41,D6315305
T4349028,2023-06-21T14:26:27.421023,ACC529022,ACC926294,7.97,payment,entertainment,New York,web,False,,2184.617973488612,2.75,18,0.15,wire_transfer,119.44.97.231,D5305103
T1342762,2023-06-21T14:29:23.682160,ACC848778,ACC549732,157.79,payment,online,Berlin,pos,False,,216.22638834138888,0.96,20,0.23,card,51.199.242.44,D4218436
T2167452,2023-06-21T14:30:21.749974,ACC518950,ACC944892,23.52,transfer,utilities,Sydney,mobile,False,,4056.7359350922234,1.02,16,0.24,wire_transfer,73.14.188.36,D1053179
T3179908,2023-06-21T14:37:37.500637,ACC197443,ACC621139,152.07,withdrawal,grocery,Toronto,atm,False,,404.17916640277775,0.56,6,0.36,wire_transfer,85.69.248.179,D6282213
T2122635,2023-06-21T14:37:42.489998,ACC293289,ACC111511,263.0,deposit,restaurant,London,mobile,False,,-3840.322017956667,-0.49,4,0.42,ACH,186.171.17.2,D6091458
T1057124,2023-06-21T14:43:52.037379,ACC521985,ACC807984,24.12,transfer,restaurant,New York,mobile,False,,,0.09,14,0.13,card,167.43.223.142,D4261578
T3893229,2023-06-21T14:46:38.096427,ACC398674,ACC843669,8.54,transfer,other,Toronto,mobile,False,,1696.018736697778,0.19,14,0.33,wire_transfer,67.202.171.48,D5019848
T1284196,2023-06-21T14:48:21.043093,ACC751287,ACC896062,65.87,transfer,online,London,web,False,,,0.27,2,0.12,wire_transfer,206.197.57.130,D8519222
T3824284,2023-06-21T14:54:14.109093,ACC244179,ACC187673,837.44,deposit,restaurant,Sydney,atm,False,,3998.163455413056,0.02,8,0.72,card,139.69.3.138,D4558081
T3283641,2023-06-21T14:54:15.694991,ACC732704,ACC526257,185.8,withdrawal,restaurant,New York,pos,True,card_not_present,3445.9414286747224,-0.4,14,0.09,ACH,230.148.95.240,D8916401
T1383678,2023-06-21T15:23:57.631979,ACC455178,ACC941860,385.43,deposit,utilities,Singapore,atm,False,,1787.9556666538888,-0.6,16,0.3,card,164.48.100.200,D7021071
T3963597,2023-06-21T15:27:19.556409,ACC480144,ACC443234,147.99,payment,retail,New York,web,False,,2652.853965033056,0.73,11,0.64,UPI,207.110.127.101,D5387848
T3726860,2023-06-21T15:30:56.150550,ACC110457,ACC587302,15.88,payment,online,New York,web,False,,-4544.940279008612,-0.02,16,0.02,card,107.161.128.128,D8245785
T489736,2023-06-21T15:33:34.357716,ACC961276,ACC338159,56.92,transfer,other,New York,mobile,False,,-2913.1359987927776,-0.3,16,0.22,ACH,58.31.47.213,D8116241
T5007098,2023-06-21T15:40:43.412491,ACC374806,ACC706914,563.23,withdrawal,restaurant,Dubai,pos,False,,634.0055974269445,1.48,17,0.99,card,201.128.121.114,D6486785
T284072,2023-06-21T15:51:17.345420,ACC416831,ACC413234,15.44,transfer,utilities,Sydney,atm,False,,,0.52,13,0.0,UPI,123.252.121.253,D4412801
T2645491,2023-06-21T15:54:47.914959,ACC874822,ACC229266,7.1,transfer,online,Sydney,pos,False,,-4226.876027429722,0.51,12,0.55,UPI,108.172.81.120,D1419265
T699372,2023-06-21T15:55:57.177579,ACC185825,ACC120939,416.98,withdrawal,travel,Singapore,pos,False,,-3434.47899361,0.14,4,0.19,card,90.67.222.19,D3967751
T2991073,2023-06-21T16:14:38.756960,ACC221826,ACC573894,70.14,payment,online,London,mobile,False,,3563.1290104480554,-0.55,16,0.96,UPI,123.74.56.94,D5340182
T3983712,2023-06-21T16:14:46.508828,ACC145298,ACC597327,29.0,transfer,retail,Dubai,pos,False,,,0.46,1,0.63,ACH,0.217.47.156,D3985106
T2741933,2023-06-21T16:23:19.255061,ACC121058,ACC687886,916.46,deposit,grocery,Tokyo,atm,False,,-2996.017582141389,0.17,15,0.99,wire_transfer,115.127.230.10,D9805672
T4298804,2023-06-21T16:40:06.499128,ACC624563,ACC987681,8.48,transfer,restaurant,Sydney,mobile,False,,1709.236768198889,0.07,13,0.95,card,182.180.107.5,D2666849
T364681,2023-06-21T16:40:37.383873,ACC175334,ACC316614,34.92,payment,restaurant,New York,pos,False,,,0.33,12,0.43,card,133.77.123.6,D6212080
T1569181,2023-06-21T16:41:22.185823,ACC183992,ACC631867,19.98,payment,online,Dubai,pos,False,,-2175.3990306316664,-0.31,5,0.33,wire_transfer,19.220.215.140,D2235627
T4002003,2023-06-21T16:45:55.134284,ACC376468,ACC157414,88.77,payment,other,London,pos,False,,1677.7624770963887,-0.97,19,0.3,card,13.229.49.164,D8491048
T563726,2023-06-21T16:46:34.018316,ACC778483,ACC180543,8.83,transfer,grocery,Tokyo,atm,False,,-225.90985864027775,-0.14,12,0.53,UPI,214.250.95.70,D9536232
T2800509,2023-06-21T17:01:29.092122,ACC306307,ACC106598,17.64,payment,restaurant,New York,atm,False,,2315.3597931425,1.25,19,0.34,ACH,145.65.214.207,D5482604
T1018847,2023-06-21T17:07:40.239196,ACC750646,ACC925057,234.17,payment,online,Sydney,mobile,False,,1896.4355760316664,0.74,4,0.34,ACH,181.27.32.8,D2155185
T1841901,2023-06-21T17:17:33.994770,ACC832705,ACC836448,15.8,transfer,travel,London,pos,False,,-411.8349878847222,1.43,14,0.49,ACH,1.254.239.96,D5223330
T4023290,2023-06-21T17:19:38.823073,ACC394932,ACC905114,290.51,withdrawal,grocery,Berlin,atm,False,,-3819.506655517222,-1.93,9,0.53,card,129.157.136.23,D1075336
T4634113,2023-06-21T17:20:56.099798,ACC931973,ACC341086,8.68,transfer,retail,Singapore,atm,False,,1500.5559422408337,-0.66,5,0.27,card,204.174.111.18,D8256661
T1285247,2023-06-21T17:28:24.101047,ACC180562,ACC427577,178.63,withdrawal,other,London,pos,False,,-522.83721385,-1.01,11,0.67,UPI,144.209.115.182,D5807457
T4477791,2023-06-21T17:41:09.158944,ACC941410,ACC607876,66.52,deposit,other,Sydney,web,False,,-4151.8907746525,1.94,14,0.14,wire_transfer,80.14.213.30,D3544369
T1089017,2023-06-21T17:51:05.064334,ACC748897,ACC617342,1826.92,deposit,utilities,Tokyo,pos,False,,-3440.9457776175,-0.22,12,0.56,card,226.172.141.232,D6453236
T1175508,2023-06-21T17:52:39.560857,ACC412645,ACC105771,0.01,withdrawal,other,Dubai,mobile,False,,2919.6342775947223,0.7,7,0.14,ACH,32.114.190.40,D5292288
T908226,2023-06-21T17:54:19.728344,ACC299622,ACC403633,77.16,payment,retail,Singapore,web,False,,,-1.64,10,0.74,ACH,143.61.138.40,D8860041
T2147048,2023-06-21T17:57:44.828476,ACC467223,ACC102575,1575.53,deposit,restaurant,Sydney,atm,False,,1869.653163523611,-0.59,12,0.07,ACH,147.9.115.23,D9503502
T3661979,2023-06-21T18:08:25.841259,ACC699655,ACC924831,908.94,deposit,retail,Singapore,mobile,False,,-2554.4461049569445,1.41,15,0.38,wire_transfer,7.227.145.182,D6213540
T2547814,2023-06-21T18:14:33.080795,ACC754042,ACC614879,53.33,payment,retail,Sydney,atm,False,,3137.144469710278,1.07,3,0.23,ACH,9.240.238.12,D9957761
T4576247,2023-06-21T18:16:26.012045,ACC565801,ACC563087,492.99,withdrawal,grocery,Sydney,mobile,False,,-1070.1366858713889,-0.73,10,0.34,ACH,162.13.89.229,D9836247
T2260116,2023-06-21T18:18:36.110388,ACC280724,ACC327503,1395.67,deposit,other,Toronto,pos,False,,,-1.41,10,0.53,UPI,176.42.112.22,D7390434
T3269638,2023-06-21T18:20:17.818746,ACC226274,ACC821075,538.12,deposit,online,Tokyo,mobile,False,,-4058.88815602,-0.53,16,0.45,UPI,166.72.53.173,D9465391
T1261617,2023-06-21T18:32:15.185508,ACC103910,ACC710545,16.91,transfer,entertainment,New York,mobile,False,,103.72927054805557,-0.21,4,0.82,UPI,91.100.232.193,D9141403
T4982520,2023-06-21T18:40:12.395964,ACC973927,ACC759850,6.15,transfer,travel,Sydney,web,False,,942.6703659066668,-1.24,5,0.99,card,223.64.61.154,D2387770
T3414160,2023-06-21T18:40:38.161636,ACC369487,ACC280183,94.13,deposit,grocery,Dubai,mobile,False,,-1434.0190008994446,-0.7,18,0.73,ACH,37.115.98.237,D9027593
T2701499,2023-06-21T18:47:52.785149,ACC970773,ACC963405,406.33,withdrawal,other,Toronto,atm,False,,-3852.831263108333,-0.5,15,0.42,UPI,3.60.220.73,D3612567
T2819158,2023-06-21T18:52:53.211385,ACC943260,ACC730657,19.65,transfer,restaurant,London,mobile,False,,-2473.023657302778,-0.46,1,0.68,ACH,62.111.133.108,D3898137
T365070,2023-06-21T19:00:02.302589,ACC891395,ACC323396,343.92,withdrawal,other,Tokyo,pos,False,,2197.088551714167,-0.7,16,0.62,wire_transfer,32.243.9.172,D8905544
T3206734,2023-06-21T19:14:16.750809,ACC152961,ACC891468,63.17,withdrawal,restaurant,New York,atm,False,,-2962.1455487627777,-0.83,3,0.17,card,242.102.112.92,D7297167
T2011948,2023-06-21T19:19:45.566218,ACC956554,ACC355462,12.51,transfer,online,Sydney,mobile,False,,-3959.4961652291663,0.09,14,0.12,ACH,240.195.211.74,D2529948
T3909476,2023-06-21T19:23:42.196069,ACC817205,ACC555362,885.67,deposit,restaurant,Sydney,pos,False,,-689.8026323299999,-1.08,9,0.15,UPI,35.46.119.67,D2845291
T182132,2023-06-21T19:27:31.343419,ACC788564,ACC446124,25.88,payment,other,Sydney,atm,False,,-2473.976060333611,1.56,13,0.98,ACH,20.207.200.91,D3041965
T3133420,2023-06-21T19:29:10.801803,ACC745550,ACC340027,316.43,withdrawal,retail,Sydney,pos,False,,2348.4268531538887,-0.21,10,0.27,card,2.102.172.156,D3660584
T3606882,2023-06-21T19:30:39.161634,ACC359145,ACC247727,106.3,withdrawal,online,Singapore,web,False,,-2895.493169885278,-0.22,6,0.11,UPI,42.138.61.187,D5065552
T462804,2023-06-21T19:37:48.849237,ACC176443,ACC502468,29.77,payment,restaurant,Singapore,atm,False,,,0.98,5,0.54,wire_transfer,57.97.102.40,D7240468
T4340946,2023-06-21T19:40:36.210840,ACC330147,ACC212542,975.9,deposit,online,Berlin,pos,False,,3468.6262128283333,-0.67,4,0.06,wire_transfer,32.66.111.221,D9883315
T390468,2023-06-21T19:46:00.531102,ACC487471,ACC845789,688.33,deposit,grocery,Berlin,web,False,,,0.77,4,0.11,ACH,95.174.78.16,D5155820
T1156182,2023-06-21T19:47:21.338151,ACC647794,ACC699368,1084.66,deposit,entertainment,Toronto,web,False,,-1929.4006446672224,0.86,11,0.1,wire_transfer,0.23.75.160,D9632335
T2997902,2023-06-21T19:47:40.311920,ACC497459,ACC939219,628.14,withdrawal,travel,New York,atm,False,,2961.7706534461117,0.41,6,0.1,wire_transfer,182.95.150.94,D1660069
T3748392,2023-06-21T19:54:43.692112,ACC681269,ACC163080,13.94,transfer,grocery,Tokyo,pos,False,,-1753.5570705725,-1.26,14,0.02,UPI,157.249.67.237,D6877270
T3340686,2023-06-21T20:00:51.856557,ACC178758,ACC547393,990.17,deposit,travel,Sydney,web,False,,,0.21,2,0.4,wire_transfer,109.74.93.89,D6058755
T1969735,2023-06-21T20:02:40.482145,ACC845926,ACC562606,151.73,payment,online,Berlin,pos,False,,-2141.8515811172224,1.94,3,0.63,UPI,85.34.115.121,D2259201
T556099,2023-06-21T20:08:52.846571,ACC680391,ACC281890,21.86,transfer,entertainment,Singapore,atm,False,,,0.05,1,0.49,UPI,19.247.242.81,D1839364
T1585794,2023-06-21T20:10:03.865045,ACC744017,ACC360393,29.24,withdrawal,other,Toronto,atm,False,,-2554.5548538402777,-0.57,13,0.7,UPI,254.19.135.78,D8145463
T1060954,2023-06-21T20:21:25.590645,ACC540880,ACC702689,32.55,payment,grocery,Dubai,atm,False,,3314.375172980833,1.16,5,0.15,wire_transfer,135.47.97.43,D6642256
T841063,2023-06-21T20:22:27.236265,ACC548417,ACC104955,535.73,deposit,retail,London,atm,False,,-651.0126232044444,0.67,16,0.55,card,3.166.242.83,D5490013
T4570610,2023-06-21T20:42:14.882577,ACC870909,ACC716430,1156.5,deposit,online,Toronto,atm,False,,-3915.651775571111,1.66,4,0.04,ACH,218.203.14.49,D6348466
T2082713,2023-06-21T20:43:05.732422,ACC921434,ACC248282,208.72,withdrawal,utilities,Dubai,pos,False,,-2027.0425358586112,-1.74,5,0.67,wire_transfer,216.219.108.171,D1755644
T373687,2023-06-21T20:43:21.259477,ACC349987,ACC432313,13.68,transfer,travel,Berlin,atm,False,,,-0.31,17,0.41,card,158.112.9.186,D7014025
T1982629,2023-06-21T20:45:04.696280,ACC723535,ACC873696,194.73,withdrawal,online,Singapore,web,False,,2911.51377623,-1.49,2,0.97,wire_transfer,147.124.240.178,D5312187
T699994,2023-06-21T20:47:06.000394,ACC284076,ACC177752,319.56,withdrawal,online,Berlin,web,False,,-3865.130682705834,-2.04,20,0.8,wire_transfer,174.104.27.192,D2044482
T757514,2023-06-21T20:49:19.328845,ACC784666,ACC228801,14.5,transfer,travel,London,web,False,,,1.77,1,0.07,card,205.101.75.20,D6071992
T1389135,2023-06-21T21:18:37.954871,ACC902046,ACC275615,1605.14,deposit,restaurant,Singapore,web,False,,-3921.819656238889,-0.36,2,0.0,UPI,228.234.190.168,D6289670
